4.609431724718226348e-02,-3.028352082084352359e-01,9.206111479521422031e-03,4.382954792387173254e-02,-2.077178655128900401e-04,-1.282553471915368623e-03,-2.319672397672266906e-01,6.072109078610364863e-01,-1.122747877674337529e-02,2.013365777985241453e-02,-2.251092672400242523e-01,-2.187586666179035591e-02,2.258332436858969880e-02,1.480942238373984254e-01,1.140839204469922125e-01,1.051054200829533603e+00,-9.589524942815482247e-03,2.928880263467010359e+00
1.120690191945339365e-02,3.734527905519563918e-03,3.277906009217635308e+00,-9.934332669014933614e-02,1.268937366466073857e-01,-2.268089733857435453e-01,-5.036918384710268315e-01,1.492026123225885037e-03,-9.060715885665220071e-02,5.014725806259231946e-04,2.930760902991783740e-02,2.559176929024402636e-01,-3.179803092634946732e-02,-3.993841035460231792e-05,-4.985424195083288518e-03,-1.930035394939644960e-02,1.278904521883729786e-03,2.896227081088829980e+00
-3.809741553050154019e-03,-7.964611867966345238e-02,-1.893881266047454937e-01,1.090533665164645540e-02,9.362303602866264493e-03,-6.006560801564540418e-04,4.447538441744432278e-04,-3.234915402245145538e-02,2.426763531498874263e-02,-1.829175152371037658e-04,-6.854202604510277984e-03,-1.590435263050989175e-07,1.359541167219234792e-01,5.559137536700807514e-03,-3.398825975551063999e-02,2.904860533855344595e-01,2.466388076072144808e-04,-8.311549784927233994e-03
-2.459726230656792396e-05,-1.141612371251245423e-03,-3.934228991176768817e-03,4.700990611292905186e+00,-9.825724452182264812e-03,3.064742791904532474e-03,6.546497975184895589e-03,2.331614520154485248e+01,1.512940525834546043e-04,-8.928180174734905118e-04,2.247182891114395120e-01,-4.702634054427766788e-03,8.488642079073421831e-02,1.444303637205738011e-01,-1.814727027585277081e-03,3.048275800680160658e-02,-1.263114220564837999e-02,2.155605736205274958e-01
7.496642171477648775e-01,-2.811209482212488897e+00,-1.471776997179120861e-01,-1.457171733899839932e-03,-2.112311901512360923e-01,8.379906423501272128e-01,-5.414368311593380353e-04,9.124564809723010803e-03,4.418007810727646312e-02,-4.193626101700430597e-01,4.798103996929730997e+00,1.166813269274252904e-03,-2.054472371602084502e-03,-5.056777472658847278e-02,-4.210513516557698563e-04,-8.008221248364559217e-03,-1.584747148885911339e-01,-1.791078012424781023e-03
1.562917075212558876e-02,-8.406739048146424226e-03,8.823567388350256335e-01,6.563918230864364267e-03,-6.799302412756115001e-04,-2.839434339149862416e-02,3.673810104085075248e-06,5.553077452787534042e-03,2.411030459277466523e-03,3.651920824640946250e-01,3.282587782826120182e-01,-3.515867814971395527e-02,-1.374072671316068084e-01,-9.905334104466587686e-01,-2.045189413476958151e+00,3.488947529672692394e+00,-3.561891598192168940e-01,6.548874608066669600e-03
4.200385355480094951e+00,-3.904789230515925624e-07,5.583102549943215476e-03,1.022189271615941697e-01,1.660008275445822856e-01,-1.603367885057422892e-01,1.665225285522286061e-02,4.015607280248856270e-02,-2.081670427166849510e-03,4.478769831253321537e-02,-1.201654938473091516e-01,-1.254124414235546596e-03,1.237706936615240866e-01,-5.354450181335994596e-01,-1.289553561070118926e-01,3.682470571970557910e-02,-4.910826157341479536e+00,-6.630476779536266750e-06
-4.842563384827499109e-03,-1.387937052920286060e-02,4.266160512450081765e-02,1.709290705903395935e+00,-3.252312284941218934e-01,1.089651211470789088e-03,-4.979955986319500871e-02,-4.307030231394623834e-03,1.356660952303159924e-02,1.404389442165052959e-01,4.898409906316623664e-05,-4.858238415320397831e-03,-3.921462458628794528e-02,4.986062155579946138e-06,1.002028718140611341e+00,-1.518768191758017305e-02,-1.690005717982236936e-04,-9.582106053915809708e-04
1.970661835234690379e-02,2.330626743295667325e+00,-1.870035592968866470e-02,-4.853810791913280576e-01,-1.430803606870808620e-03,1.600130538814507479e-05,2.872631367983608630e+00,5.440652936193866862e-02,-2.985900769878101907e-02,-2.964630191816832253e-02,1.003902971131578675e-03,-2.668250521640681772e+00,-5.521983404245867956e-03,6.582581099758130772e-02,-3.266247796290575600e-01,9.009662734764002368e-01,-3.132398281541922680e-01,-4.094208043530719876e-02
-1.076369445454300883e-01,8.670368951756228793e-01,8.424976862523497756e-03,1.772776848809985836e-05,-6.987126681416586105e-02,-2.286805459299911299e-03,-1.116408047151463273e-02,1.023261974777498057e-01,-8.630883407113206646e-03,5.048233203268696206e-03,3.625646137268993320e-04,-6.968215803054178970e-04,3.568316885167868236e-05,-3.328585326088453478e-01,2.967282956754383472e-01,-8.707634311325580523e-01,5.471085212663726605e-01,-1.434035005041171644e-02
1.761393310245828667e-02,-1.896548662065289381e+00,1.250340786176537544e-01,4.494893590783794086e-03,-1.037893510838642452e+00,4.895449199796683172e-03,3.008635466339162345e-01,-6.161124116555245084e-02,2.409346941571920142e-01,6.029799586257680866e-02,2.715124771859611652e-02,-1.481706674959526980e-02,5.412673298516130407e-06,-1.269325924204362313e-02,9.729813265286472168e-01,-1.283921840726932016e-02,-5.651205956256964702e-02,-1.868700142095800279e-02
1.806098941207172435e-03,-2.195000007859264635e-01,-1.958815490967279454e-03,-2.790179803479178045e-01,4.280885058243678043e-01,-9.350508334392607090e-02,-4.235338608008151873e+00,2.351538173736885673e-01,7.286151751210732941e-02,-1.252650062523586738e-01,1.592380853312594380e-02,-4.260499684672922061e-02,7.293138632623734005e-03,-2.019276011279415455e-05,-6.229775341874124184e-01,-3.469885919189545469e-03,-6.083687227990619562e-01,-6.208528593334675660e-01
-1.389230278277116259e-01,3.033241015410607644e-01,9.666915310456305295e-04,-3.404305608859047022e-05,-7.152668638442986893e-02,1.131349855211136068e+00,-2.608437588582629640e+00,-4.682994967566665029e-03,8.063131509060116400e-03,1.103857910117146159e-02,-1.529713321275338211e+00,6.080935169513257410e-02,-3.887602289243295099e-03,-6.223605661621019886e-02,3.920575332288142589e-01,1.816988636531065293e-01,-3.477979978007671447e-01,-3.581342289310057020e-02
-2.128842866243809695e-01,3.768289922520270258e-02,1.972311996993316927e-03,3.937191858130256565e-03,1.976026015211116219e-02,1.111206448096718584e-03,1.286969129005206477e-02,6.452491509081010939e-04,1.906183686654541187e+00,4.577085098601402224e-02,8.694265320994746249e-01,-1.171970295940909625e-03,1.916159779633956270e-02,-1.856477271087999625e+01,3.561116857440392905e-05,-9.102969953514349543e-04,-6.055997677950399893e-01,-2.064612082456471730e-03
-2.353431614326309193e-02,-4.397981590465441931e-02,-1.477860274407120922e-01,-7.788629088279990995e-03,2.046265290239434806e-02,1.577941848161115435e-01,2.166409529763615571e-03,4.005615960791065328e-02,-2.647900772159273927e-02,1.231819659569696745e-01,-1.918089115886860263e+00,-1.954169847584918268e-02,1.457559084731104293e-01,3.071927310943626810e-01,1.434924196109415295e-01,8.575136538879743475e-03,-7.373107885082172408e-02,-2.218245939685632884e+00
